"ID","GRP","CF_theta","PW_theta","BW_theta","CF_alpha","PW_alpha","BW_alpha","CF_beta","PW_beta","BW_beta","offset","exponent","r2s","err","CF_1","PW_1","BW_1","CF_2","PW_2","BW_2","CF_3","PW_3","BW_3","CF_4","PW_4","BW_4","CF_5","PW_5","BW_5","CF_6","PW_6","BW_6"
239,"BN",7.10128171483249,0.347260730068351,1.09047572310679,9.33522729033432,1.32691216578465,1.43260494188565,15.3664349197598,0.267385994883464,4.77978328599576,1.66647724910649,1.73920916458133,0.996155890406928,0.0312150321081788,7.10128171483249,0.347260730068351,1.09047572310679,9.33522729033432,1.32691216578465,1.43260494188565,9.80387512148572,1.1242283303341,3.65586737734631,15.3664349197598,0.267385994883464,4.77978328599576,19.8567036287213,0.18730994985531,2.62330709742288,NA,NA,NA
240,"BI",NA,NA,NA,9.19616804301798,1.11213478846569,1.63907545022958,18.0982667425441,0.207388228748112,5.19659182790556,1.65819745194043,1.91071453699427,0.997250522147562,0.0267733698125084,9.19616804301798,1.11213478846569,1.63907545022958,10.7432379808531,0.565908170431039,1,18.0982667425441,0.207388228748112,5.19659182790556,29.8236389678155,0.158511223385788,1.27620229916657,NA,NA,NA,NA,NA,NA
241,"BN",NA,NA,NA,9.02097231556245,0.951953224676318,2.01253079023176,19.8460036943324,0.394272483367443,1.21509503649997,1.38225827115502,1.45159866975552,0.994054316084241,0.0316569264326993,9.02097231556245,0.951953224676318,2.01253079023176,9.87116729501897,0.880856701705168,1.00000000000001,16.8239288550513,0.284497854969398,6.22824858087958,19.8460036943324,0.394272483367443,1.21509503649997,NA,NA,NA,NA,NA,NA
242,"BN",NA,NA,NA,10.4481565115389,0.993356302878822,1.60825104829139,19.5807261231853,0.33859742267975,8,1.79711151608216,1.92847368842056,0.990234104099146,0.0406084475644651,10.4481565115389,0.993356302878822,1.60825104829139,19.5807261231853,0.33859742267975,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"BN",7.19453950669164,0.136190517329585,1.22931906266936,9.85214797795187,0.454236395698703,1.87039980785332,NA,NA,NA,1.05497210538338,1.36268684980849,0.991629914639334,0.0291955699267483,7.19453950669164,0.136190517329585,1.22931906266936,9.85214797795187,0.454236395698703,1.87039980785332,30.6896183479721,0.408503582796589,1.79052334628944,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,"BI",NA,NA,NA,10.2397857721651,1.39291113967571,2.38095481105772,19.5665138056422,0.371908964949158,2.19412327926139,2.16291607379714,1.98379651437621,0.989133076474726,0.0582656224279602,10.2397857721651,1.39291113967571,2.38095481105772,19.5665138056422,0.371908964949158,2.19412327926139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"BI",NA,NA,NA,9.37967582365924,1.23249063757052,1.00000000000588,13.3315572491879,0.108786870485784,2.66625297899738,1.64369777208641,1.73767100186162,0.996658347489225,0.0270291273755028,8.88070417249969,1.1844172403779,2.92371810773479,9.37967582365924,1.23249063757052,1.00000000000588,13.3315572491879,0.108786870485784,2.66625297899738,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"BN",7.36017318066378,0.575005887342605,1.64877364479026,8.87729167159468,1.12591087414741,1.48977742561047,14.9137152934136,0.336910419265109,2.63668742132926,1.83361114144438,1.79071102792557,0.992343034931472,0.0436282065863212,7.36017318066378,0.575005887342605,1.64877364479026,8.87729167159468,1.12591087414741,1.48977742561047,11.7746217055186,0.229844818816865,2.5226782853246,14.9137152934136,0.336910419265109,2.63668742132926,17.9831344776657,0.178791412286583,1.32546487207496,NA,NA,NA
247,"BN",NA,NA,NA,9.13068307859857,0.647245184002333,1.70511271616731,NA,NA,NA,1.72041561968444,1.97130040099183,0.994982410850327,0.0349709780564515,9.13068307859857,0.647245184002333,1.70511271616731,11.3358904459682,0.31403218607519,1.33399451087335,39.999999966875,0.0926310819509784,5.51828127740788,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"BN",6.46708753403594,0.291866553116421,1,8.94554336509077,1.17505618853106,2.1298970350021,14.2687087578014,0.36662430655393,1.82352686187969,1.71398363094046,1.70717861915185,0.99507357224136,0.0344134205399527,6.46708753403594,0.291866553116421,1,8.94554336509077,1.17505618853106,2.1298970350021,14.2687087578014,0.36662430655393,1.82352686187969,17.7305133907648,0.326837861220346,6.24353847285971,NA,NA,NA,NA,NA,NA
249,"BN",7.34198913175708,0.473991200473754,1.51304857631243,9.350099361316,1.44222305283764,1.49535261003333,19.0549444090623,0.331976122892822,5.20803822827765,1.42597958569374,1.74391913880574,0.994433203661408,0.0427459090062369,7.34198913175708,0.473991200473754,1.51304857631243,9.350099361316,1.44222305283764,1.49535261003333,11.2129094414196,1.09914991554724,2.30126747082312,19.0549444090623,0.331976122892822,5.20803822827765,NA,NA,NA,NA,NA,NA
250,"BN",NA,NA,NA,9.88938704049746,1.28620098124917,1.7035623370635,19.2482307838744,0.176405736986986,2.55100379584848,1.38040120096374,1.577673894248,0.996047539897149,0.0273531667399662,9.88938704049746,1.28620098124917,1.7035623370635,13.4819672808047,0.148804860273365,5.49747198445576,19.2482307838744,0.176405736986986,2.55100379584848,35.2565235661531,0.074619335825622,1,NA,NA,NA,NA,NA,NA
251,"BI",NA,NA,NA,9.12431573006459,1.18423475015408,2.75614378569937,20.8330335327243,0.865025777422664,4.17377277499266,1.81232090679612,2.00112570785801,0.990175801155885,0.057019685647525,9.12431573006459,1.18423475015408,2.75614378569937,11.1302173790795,0.892952420426281,1,15.617926926519,0.549696366198223,5.15471254967911,20.8330335327243,0.865025777422664,4.17377277499266,NA,NA,NA,NA,NA,NA
252,"BN",NA,NA,NA,8.74423126170195,0.491323364048463,2.08682458056398,16.4280066709516,0.193880153698878,4.91858250315322,1.58071235421283,1.61919769782952,0.995738481784697,0.0247979595638022,8.74423126170195,0.491323364048463,2.08682458056398,10.00657035183,0.436267598364393,1,16.4280066709516,0.193880153698878,4.91858250315322,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"BN",NA,NA,NA,9.65359755467323,1.20818873468642,1.17809280523209,17.6620619494919,0.200050852984021,5.63889664017256,1.70842595395782,1.85049750029283,0.993309576104557,0.0404997862210231,8.36956184896038,0.869458925418204,2.20452007423897,9.65359755467323,1.20818873468642,1.17809280523209,17.6620619494919,0.200050852984021,5.63889664017256,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,"BI",NA,NA,NA,10.4135759316216,0.680277043964421,4.92638902618218,21.2192923004006,0.603160329355478,7.88366173082154,1.82144289893795,1.81281275982553,0.984914724682568,0.0603272473484268,10.4135759316216,0.680277043964421,4.92638902618218,21.2192923004006,0.603160329355478,7.88366173082154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,"BI",NA,NA,NA,9.35444909388152,1.02408399636933,2.44768507586891,NA,NA,NA,1.64782902808015,1.55684187194336,0.969319512431963,0.0816617847433856,9.35444909388152,1.02408399636933,2.44768507586891,32.4686775209243,0.354693561934787,1.16771105105477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,"BI",NA,NA,NA,11.0242873462823,1.56694080428082,1.12688318173618,21.1748731597999,0.535383218976046,4.19608834158897,1.68926266256942,1.69937021777468,0.995806490068044,0.0340302344519682,10.1200015908612,1.10385273018393,2.66427542822095,11.0242873462823,1.56694080428082,1.12688318173618,15.1831719172312,0.201790592714536,4.99887929084044,21.1748731597999,0.535383218976046,4.19608834158897,NA,NA,NA,NA,NA,NA
257,"BI",6.72898134331728,0.230278052533251,1,8.64353509778634,1.26501979472494,1.69536848127182,18.4190447830437,0.128748785998533,7.99999999999961,1.87593871762678,1.89527770929376,0.995264408804481,0.0351015198725313,6.72898134331728,0.230278052533251,1,8.64353509778634,1.26501979472494,1.69536848127182,18.4190447830437,0.128748785998533,7.99999999999961,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"BI",NA,NA,NA,10.9631754170638,1.12645048978921,2.08214207128653,18.5020765967285,0.394290985381566,5.27569057620784,1.37586412676421,1.43829348955406,0.994916827361513,0.0297433047951963,10.9631754170638,1.12645048978921,2.08214207128653,13.715700568629,0.376194523209496,2.4781232504671,18.5020765967285,0.394290985381566,5.27569057620784,28.806529077138,0.131343550131933,1,NA,NA,NA,NA,NA,NA
259,"BN",6.02399193656735,0.213213271738644,1.09083859982,9.07906800718805,0.788057172258931,2.57763812502143,19.6807226260147,0.180337298109751,6.71282561940439,1.69255113866652,1.72234167610397,0.994194904699166,0.0322896070601629,6.02399193656735,0.213213271738644,1.09083859982,9.07906800718805,0.788057172258931,2.57763812502143,14.3854848997529,0.17944671290218,2.65699509805962,19.6807226260147,0.180337298109751,6.71282561940439,30.6048446892568,0.291525109522123,1.48921188606877,NA,NA,NA
260,"BI",NA,NA,NA,11.763445095286,0.987536632294024,1.34457123496732,13.893146751742,0.338098873808958,7.6917525375507,1.37500626662941,1.80048085815006,0.990479076053134,0.0526330633041774,9.36258993107988,0.733488286657588,2.49408933190339,11.763445095286,0.987536632294024,1.34457123496732,13.893146751742,0.338098873808958,7.6917525375507,NA,NA,NA,NA,NA,NA,NA,NA,NA
